,CGA,students
3112,2.969,53144034
3113,3.075,53144045
3114,2.869,53144700
3115,2.676,53146573
3116,3.083,53147372
3117,2.961,53149089
3118,2.341,53149563
3119,2.768,53150108
3120,2.564,53150196
3121,3.26,53150753
3122,3.483,53151250
3123,3.514,53151257
3124,2.707,53152017
3125,1.64,53152131
3126,2.528,53153179
3127,2.686,53153495
3128,2.761,53154141
3129,3.155,53154575
3130,2.32,53155070
3131,2.823,53155132
3132,3.925,53155227
3133,3.455,53158650
3134,3.234,53161350
3135,2.876,53161770
3136,2.38,53161782
3137,3.232,53161999
3138,3.389,53162236
3139,3.067,53162956
3140,3.304,53163342
3141,2.439,53163933
3142,2.879,53165021
3143,2.738,53165939
3144,2.674,53167579
3145,3.991,53167897
3146,2.805,53169542
3147,2.749,53169669
3148,2.133,53170352
3149,2.61,53172068
3150,2.321,53172170
3151,3.011,53172903
3152,3.068,53172919
3153,1.407,53173716
3154,2.859,53175066
3155,1.613,53175948
3156,2.505,53176887
3157,1.703,53177713
3158,3.02,53177984
3159,3.105,53178031
3160,3.911,53178355
3161,3.212,53178980
3162,2.421,53179642
3163,2.527,53181367
3164,2.832,53182562
3165,2.3,53183699
3166,3.612,53185977
3167,1.792,53188371
3168,1.965,53188683
3169,4.111,53189550
3170,2.974,53189574
3171,3.138,53189619
3172,3.555,53190200
3173,3.316,53190851
3174,3.669,53192982
3175,3.447,53194088
3176,2.377,53195798
3177,2.663,53196204
3178,3.294,53198544
3179,2.875,53199310
3180,2.974,53199362
3181,2.032,53200423
3182,3.535,53200478
3183,2.485,53201539
3184,2.696,53202669
3185,2.359,53204024
3186,2.393,53204250
3187,2.994,53204885
3188,2.336,53207266
3189,2.804,53209445
3190,3.254,53211091
3191,2.055,53211336
3192,3.084,53213141
3193,3.692,53214293
3194,2.798,53214378
3195,2.717,53214448
3196,3.428,53216377
3197,2.88,53216659
3198,2.494,53218896
3199,3.821,53219547
3200,3.544,53220224
3201,1.907,53220423
3202,2.675,53220797
3203,3.39,53220947
3204,2.952,53221062
3205,2.983,53221974
3206,3.202,53222434
3207,2.891,53222853
3208,2.914,53226235
3209,3.75,53227388
3210,3.12,53227907
3211,2.493,53228082
3212,2.619,53229224
3213,2.194,53231347
3214,3.373,53231480
3215,4.048,53232579
3216,2.729,53233147
3217,2.772,53233916
3218,3.185,53234460
3219,2.685,53234501
3220,2.165,53235540
3221,2.76,53236307
3222,1.649,53237133
3223,3.227,53237231
3224,2.117,53240055
3225,2.99,53240166
3226,2.396,53242095
3227,2.892,53244519
3228,3.277,53245427
3229,2.336,53246617
3230,2.611,53246638
3231,2.908,53247303
3232,2.496,53247477
3233,2.497,53248316
3234,3.945,53248571
3235,2.754,53248809
3236,1.643,53251783
3237,3.573,53252257
3238,3.364,53253574
3239,1.346,53254153
3240,3.287,53255103
3241,2.383,53256218
3242,2.776,53257335
3243,3.639,53259133
3244,3.02,53259586
3245,3.337,53259956
3246,3.011,53262162
3247,3.194,53262818
3248,2.724,53263203
3249,2.882,53265450
3250,2.5,53265741
3251,2.35,53268248
3252,1.881,53268257
3253,2.42,53269730
3254,2.474,53272592
3255,3.113,53274900
3256,3.595,53275099
3257,2.893,53275248
3258,2.889,53276153
3259,3.054,53277083
3260,2.94,53277151
3261,3.061,53277515
3262,2.817,53278744
3263,2.68,53280800
3264,2.284,53280868
3265,3.189,53280996
3266,2.963,53281277
3267,3.178,53282520
3268,3.331,53282548
3269,2.678,53284489
3270,2.983,53287356
3271,3.101,53288435
3272,3.725,53289921
3273,3.551,53290071
3274,2.996,53291529
3275,2.288,53292225
3276,2.438,53292715
3277,2.715,53292975
3278,3.406,53294410
3279,2.631,53294599
3280,2.278,53295429
3281,1.967,53295855
3282,4.17,53295877
3283,2.72,53296190
3284,2.068,53297261
3285,3.771,53297463
3286,3.169,53297668
3287,3.271,53298023
3288,3.86,53298129
3289,3.157,53298162
3290,1.861,53298295
3291,2.354,53298443
3292,2.336,53298668
3293,3.105,53299561
3294,3.288,53300284
3295,2.786,53302273
3296,2.977,53303341
3297,1.63,53304447
3298,3.029,53306730
3299,3.039,53309647
3300,3.548,53310102
3301,2.545,53310453
3302,2.772,53310465
3303,2.9,53311159
3304,3.032,53311994
3305,2.723,53312133
3306,3.771,53314300
3307,2.426,53314411
3308,3.076,53315400
3309,3.178,53315970
3310,2.328,53316290
3311,3.489,53316672
3312,3.676,53316897
3313,2.043,53318131
3314,2.379,53319053
3315,2.616,53319304
3316,3.253,53320959
3317,2.828,53323172
3318,3.446,53323796
3319,2.53,53325442
3320,3.425,53325733
3321,1.818,53325885
3322,2.869,53328140
3323,2.011,53328265
3324,3.608,53332049
3325,2.624,53332989
3326,3.828,53333048
3327,3.33,53335576
3328,2.273,53335731
3329,3.153,53336271
3330,2.46,53337203
3331,3.538,53338203
3332,2.656,53340708
3333,3.36,53341586
3334,2.865,53342606
3335,3.946,53347805
3336,2.431,53347933
3337,1.613,53348671
3338,3.113,53351391
3339,3.546,53352515
3340,2.49,53355655
3341,2.904,53359606
3342,3.848,53360842
3343,3.457,53363899
3344,2.003,53364474
3345,2.761,53366155
3346,2.699,53367352
3347,2.401,53367561
3348,2.623,53368238
3349,2.692,53368734
3350,2.866,53370646
3351,3.761,53371118
3352,3.082,53371310
3353,3.466,53372797
3354,2.241,53373306
3355,2.69,53375587
3356,3.401,53376877
3357,2.708,53378242
3358,3.479,53379412
3359,3.725,53380999
3360,2.455,53383851
3361,2.542,53383913
3362,1.618,53387357
3363,2.971,53387794
3364,3.091,53388048
3365,3.427,53389688
3366,3.318,53391386
3367,2.832,53391627
3368,3.06,53392752
3369,2.856,53394608
3370,2.194,53398123
3371,1.803,53398229
3372,3.13,53398551
3373,3.06,53399475
3374,0.47,53399908
3375,3.664,53400763
3376,2.19,53401154
3377,3.604,53403135
3378,3.162,53404740
3379,3.108,53408085
3380,3.982,53411854
3381,3.125,53413611
3382,3.347,53413799
3383,3.083,53414523
3384,2.696,53415971
3385,2.476,53417612
3386,2.838,53417993
3387,3.238,53418552
3388,3.553,53418678
3389,2.397,53420214
3390,2.781,53421327
3391,2.926,53421555
3392,2.9,53421582
3393,3.047,53421886
3394,1.929,53422138
3395,3.297,53422947
3396,2.701,53425445
3397,3.48,53425966
3398,3.128,53428679
3399,2.702,53434065
3400,3.297,53435816
3401,3.526,53436263
3402,3.428,53438543
3403,3.611,53438555
3404,3.013,53439207
3405,2.761,53440390
3406,3.3,53441956
3407,3.631,53441985
3408,2.71,53442027
3409,2.619,53443978
3410,3.572,53444667
3411,3.945,53445670
3412,2.409,53448751
3413,3.185,53449120
3414,2.538,53449549
3415,2.571,53450912
3416,2.229,53451838
3417,3.933,53452014
3418,2.418,53452806
3419,2.66,53453963
3420,3.499,53454341
3421,2.784,53454732
3422,2.906,53454738
3423,2.807,53455277
3424,3.052,53456948
3425,2.089,53458100
3426,3.117,53458262
3427,3.448,53459247
3428,2.642,53462949
3429,3.679,53463549
3430,3.128,53464822
3431,2.659,53465537
3432,2.793,53466810
3433,2.822,53470900
3434,2.761,53471076
3435,2.565,53471471
3436,3.42,53471595
3437,3.192,53472476
3438,2.798,53474811
3439,3.686,53476113
3440,2.902,53476767
3441,3.694,53478362
3442,1.888,53478876
3443,3.81,53478922
3444,4.131,53480199
3445,3.112,53480284
3446,2.424,53481898
3447,2.673,53485470
3448,2.411,53486186
3449,2.457,53486460
3450,3.613,53486848
3451,3.827,53490422
3452,3.212,53491432
3453,3.667,53491961
3454,3.195,53493212
3455,3.256,53493432
3456,2.748,53495990
3457,2.973,53497050
3458,3.743,53497705
3459,2.162,53498582
3460,2.312,53501097
3461,2.449,53501370
3462,3.419,53501791
3463,4.004,53502165
3464,3.555,53503286
3465,2.961,53503296
3466,2.208,53504206
3467,2.958,53504999
3468,3.19,53506982
3469,4.147,53507653
3470,2.986,53511165
3471,2.759,53513074
3472,2.084,53514041
3473,2.737,53514868
3474,2.581,53518369
3475,2.809,53520389
3476,3.347,53520983
3477,3.647,53521511
3478,3.787,53523168
3479,2.507,53523865
3480,3.081,53524534
3481,3.736,53524579
3482,2.16,53526385
3483,2.907,53527404
3484,3.397,53528791
3485,3.168,53529379
3486,2.687,53530051
3487,2.815,53530208
3488,2.987,53531878
3489,4.128,53531957
3490,3.264,53534039
3491,1.795,53534164
3492,2.621,53535333
3493,2.882,53535423
3494,3.23,53535619
3495,2.896,53537887
3496,3.159,53538643
3497,3.4,53539068
3498,2.338,53545582
3499,2.895,53545609
3500,3.67,53545718
3501,2.553,53546722
3502,3.185,53547606
3503,2.174,53548532
3504,2.966,53549136
3505,1.193,53549570
3506,2.879,53551376
3507,3.402,53551393
3508,2.858,53553567
3509,3.558,53553781
3510,3.239,53555724
3511,2.537,53555907
3512,2.629,53556851
3513,2.881,53557793
3514,3.536,53558368
3515,3.331,53559898
3516,2.998,53564954
3517,3.396,53568656
3518,2.145,53569312
3519,2.795,53569593
3520,2.711,53571312
3521,3.282,53573757
3522,2.833,53575071
3523,2.316,53575358
3524,3.05,53578814
3525,3.272,53581113
3526,3.171,53581623
3527,3.855,53581636
3528,2.643,53582459
3529,2.379,53583365
3530,3.1,53585596
3531,2.49,53586673
3532,2.892,53586801
3533,1.716,53586946
3534,2.0,53588227
3535,2.735,53589481
3536,4.158,53590699
3537,3.027,53592009
3538,3.01,53592854
3539,3.073,53595312
3540,3.354,53596662
3541,2.511,53597468
3542,2.423,53598309
3543,3.22,53601291
3544,3.562,53601619
3545,3.779,53601665
3546,2.031,53605003
3547,2.146,53605182
3548,2.925,53606062
3549,2.457,53606434
3550,2.665,53606867
3551,3.545,53607993
3552,2.835,53610422
3553,3.262,53610677
3554,3.367,53611080
3555,3.186,53611859
3556,2.674,53612138
3557,2.418,53612695
3558,2.736,53613436
3559,2.705,53613629
3560,3.322,53614042
3561,2.243,53615127
3562,2.4,53615262
3563,3.155,53615580
3564,2.559,53615630
3565,2.339,53616239
3566,2.854,53618322
3567,3.428,53618666
3568,2.672,53618775
3569,3.443,53620572
3570,3.211,53620768
3571,3.425,53621090
3572,2.722,53621171
3573,2.682,53621359
3574,3.163,53622444
3575,2.69,53625616
3576,3.11,53627779
3577,3.243,53629288
3578,3.669,53629552
3579,3.093,53630123
3580,2.883,53631170
3581,1.576,53632684
3582,3.232,53634180
3583,2.982,53634288
3584,3.57,53636598
3585,2.019,53637162
3586,2.651,53637435
3587,3.252,53639245
3588,2.59,53641305
3589,3.159,53641447
3590,3.097,53642661
3591,3.35,53643533
3592,2.842,53643618
3593,2.939,53646558
3594,3.135,53649345
3595,3.836,53649796
3596,3.038,53649978
3597,2.756,53650253
3598,3.04,53650714
3599,2.633,53651315
3600,2.598,53651891
3601,2.98,53652346
3602,2.796,53655185
3603,2.935,53657289
3604,3.181,53657417
3605,2.654,53658728
3606,3.487,53660067
3607,3.034,53660373
3608,2.328,53660684
3609,2.781,53660856
3610,3.823,53662292
3611,2.84,53662345
3612,2.71,53663763
3613,2.819,53664625
3614,3.274,53664993
3615,2.904,53665009
3616,2.483,53666406
3617,3.523,53669154
3618,3.088,53669770
3619,2.35,53670589
3620,3.459,53672734
3621,3.178,53673558
3622,2.337,53674306
3623,3.041,53674501
3624,3.239,53675055
3625,3.088,53676562
3626,3.044,53677218
3627,2.518,53678182
3628,3.21,53678284
3629,3.213,53678593
3630,2.335,53680115
3631,4.008,53682081
3632,3.794,53685749
3633,2.66,53686113
3634,3.358,53687710
3635,2.927,53688131
3636,2.704,53688815
3637,2.882,53688960
3638,2.486,53689259
3639,2.325,53689647
3640,2.684,53689720
3641,1.568,53690088
3642,3.212,53691030
3643,2.61,53699047
3644,2.053,53700002
3645,2.193,53700879
3646,2.686,53701083
3647,2.341,53701155
3648,2.648,53703053
3649,1.716,53703664
3650,2.604,53704148
3651,1.535,53705154
3652,3.517,53706694
3653,3.6,53706898
3654,3.453,53708454
3655,2.909,53709026
3656,2.923,53709780
3657,2.936,53711411
3658,2.772,53711801
3659,3.001,53711992
3660,2.56,53712376
3661,2.976,53712760
3662,3.339,53714633
3663,2.631,53714872
3664,2.712,53715025
3665,2.273,53715361
3666,1.644,53715409
3667,2.715,53715415
3668,3.28,53716416
3669,2.656,53716537
3670,2.847,53716623
3671,2.112,53717045
3672,3.396,53717277
3673,2.267,53717730
3674,2.393,53717845
3675,3.157,53718443
3676,2.758,53718537
3677,2.314,53719169
3678,1.698,53719281
3679,3.497,53721466
3680,3.088,53723683
3681,2.115,53723829
3682,3.012,53724362
3683,3.633,53727969
3684,3.688,53731340
3685,2.621,53732526
3686,2.892,53733026
3687,2.787,53733240
3688,1.623,53733988
3689,2.502,53735578
3690,3.608,53735923
3691,2.995,53736750
3692,2.473,53737458
3693,2.155,53737837
3694,2.919,53738182
3695,3.251,53738211
3696,2.122,53739673
3697,3.272,53739872
3698,2.94,53740113
3699,2.944,53742032
3700,2.403,53742240
3701,2.53,53742838
3702,3.625,53743101
3703,3.02,53744032
3704,2.943,53744253
3705,1.931,53745024
3706,2.415,53745158
3707,3.374,53745550
3708,2.732,53747279
3709,3.1,53749776
3710,2.485,53750440
3711,2.886,53751458
3712,2.766,53752280
3713,3.876,53754805
3714,2.659,53755040
3715,3.528,53755897
3716,3.152,53756329
3717,3.189,53756857
3718,2.756,53756984
3719,3.607,53757503
3720,2.686,53758558
3721,3.374,53759061
3722,3.089,53759128
3723,2.318,53759484
3724,3.169,53760005
3725,2.927,53760799
3726,2.818,53760881
3727,3.374,53761189
3728,2.929,53763558
3729,2.895,53765205
3730,3.316,53767865
3731,3.401,53770305
3732,2.934,53772200
3733,2.658,53772805
3734,2.119,53774976
3735,3.058,53775616
3736,2.472,53776695
3737,3.031,53777305
3738,2.988,53777617
3739,2.813,53777788
3740,3.915,53778164
3741,3.349,53778988
3742,2.022,53781355
3743,3.458,53782582
3744,2.102,53782593
3745,2.513,53786692
3746,3.214,53788271
3747,2.441,53788757
3748,2.744,53789325
3749,2.957,53790011
3750,2.739,53790652
3751,1.914,53792735
3752,2.408,53793249
3753,2.748,53796089
3754,2.54,53797569
3755,4.031,53799414
3756,2.432,53799592
3757,2.977,53800283
3758,3.367,53800922
3759,3.239,53802131
3760,1.768,53802336
3761,2.95,53806064
3762,1.448,53806815
3763,3.579,53807109
3764,4.042,53811454
3765,2.417,53812856
3766,3.248,53818407
3767,2.074,53819274
3768,2.545,53821246
3769,2.675,53825452
3770,3.132,53826141
3771,2.509,53826900
3772,2.81,53827270
3773,2.83,53828190
3774,2.19,53830170
3775,2.273,53830323
3776,2.836,53830494
3777,3.252,53834649
3778,2.852,53837535
3779,2.942,53837584
3780,2.889,53837591
3781,2.639,53838130
3782,3.061,53838446
3783,2.669,53838960
3784,2.881,53838976
3785,2.279,53839196
3786,3.171,53840342
3787,3.158,53840924
3788,2.066,53841979
3789,3.031,53842281
3790,2.584,53842534
3791,3.449,53842645
3792,3.464,53843066
3793,2.945,53843632
3794,3.826,53843701
3795,2.106,53844563
3796,2.864,53844725
3797,2.445,53846532
3798,2.657,53847697
3799,2.722,53848795
3800,3.301,53850343
3801,2.375,53850576
3802,3.206,53853185
3803,2.851,53854677
3804,3.034,53855045
3805,3.32,53856208
3806,2.513,53859913
3807,3.959,53860764
3808,3.477,53861513
3809,2.552,53862985
3810,3.069,53866515
3811,3.857,53868462
3812,3.993,53869561
3813,2.705,53871630
3814,3.154,53871896
3815,2.28,53872593
3816,2.76,53872724
3817,2.671,53873584
3818,2.013,53873639
3819,1.442,53873899
3820,2.989,53874101
3821,2.152,53874296
3822,2.785,53875403
3823,2.741,53876200
3824,3.816,53876306
3825,3.472,53876744
3826,3.722,53877599
3827,3.756,53878274
3828,2.287,53878291
3829,3.22,53880045
3830,4.0,53880099
3831,2.942,53880761
3832,3.337,53880862
3833,2.478,53881288
3834,3.01,53882225
3835,2.653,53882282
3836,2.615,53883041
3837,1.519,53884916
3838,2.922,53885022
3839,2.26,53885741
3840,3.233,53886525
3841,3.439,53886834
3842,1.976,53887521
3843,3.352,53888658
3844,3.273,53890107
3845,3.19,53890915
3846,3.413,53893665
3847,2.621,53893987
3848,3.415,53894739
3849,3.567,53899980
3850,2.75,53900033
3851,3.201,53900195
3852,3.129,53901257
3853,2.527,53901909
3854,3.873,53902479
3855,3.014,53902518
3856,3.157,53903350
3857,3.522,53905409
3858,2.586,53909837
3859,3.691,53910626
3860,2.78,53911175
3861,3.152,53911551
3862,2.843,53912065
3863,2.304,53914489
3864,2.203,53915479
3865,3.504,53916590
3866,2.401,53917142
3867,2.066,53917582
3868,2.597,53918539
3869,3.024,53919766
3870,2.71,53923686
3871,3.064,53923853
3872,3.307,53925214
3873,3.663,53926603
3874,3.366,53926991
3875,3.153,53928003
3876,2.967,53929217
3877,2.864,53929913
3878,2.923,53930041
3879,3.776,53931917
3880,3.198,53932436
3881,3.671,53933455
3882,2.344,53934192
3883,2.79,53935115
3884,3.158,53935460
3885,2.804,53937040
3886,3.591,53937400
3887,3.789,53937495
3888,2.401,53938332
3889,3.125,53938710
3890,3.981,53940088
3891,2.919,53942103
3892,2.882,53942148
3893,3.573,53942213
3894,3.268,53942913
3895,3.175,53943152
3896,3.999,53943874
3897,2.847,53944897
3898,3.197,53947252
3899,3.265,53947652
3900,2.591,53948234
3901,2.276,53948252
3902,3.773,53949494
3903,3.452,53949965
3904,2.502,53951107
3905,2.999,53951482
3906,2.831,53952361
3907,3.352,53953731
3908,2.278,53953970
3909,2.804,53954010
3910,3.032,53954894
3911,3.54,53955084
3912,2.702,53957275
3913,3.063,53958515
3914,4.129,53959195
3915,3.325,53959690
3916,3.767,53960718
3917,2.149,53960925
3918,3.721,53961222
3919,3.184,53961863
3920,2.515,53962083
3921,3.054,53963581
3922,2.223,53963923
3923,2.753,53966280
3924,1.934,53966536
3925,2.943,53966918
3926,3.053,53967055
3927,3.253,53967173
3928,2.957,53969070
3929,3.081,53969976
3930,3.359,53970347
3931,2.067,53970818
3932,3.164,53970933
3933,3.016,53971077
3934,3.623,53971955
3935,2.718,53973243
3936,4.208,53973853
3937,3.614,53975059
3938,2.654,53975514
3939,3.389,53975843
3940,1.236,53976009
3941,2.693,53976817
3942,3.508,53977387
3943,2.994,53977690
3944,2.555,53977901
3945,3.245,53979298
3946,3.789,53979406
3947,3.538,53979448
3948,3.139,53979902
3949,3.268,53980454
3950,4.148,53983559
3951,2.891,53987536
3952,3.801,53989673
3953,2.557,53991240
3954,1.682,53992112
3955,1.775,53994110
3956,3.673,53994174
3957,2.913,53995354
3958,2.45,53999441
3959,3.285,53999680
3960,2.799,54000494
3961,2.888,54000524
3962,2.688,54001459
3963,2.659,54002372
3964,1.378,54002382
3965,3.763,54004060
3966,4.125,54004319
3967,3.815,54004698
3968,3.636,54005677
3969,2.031,54005714
3970,3.059,54005995
3971,2.658,54009433
3972,2.483,54014744
3973,1.993,54016479
3974,2.573,54018256
3975,2.371,54018488
3976,2.888,54018528
3977,2.469,54019095
3978,3.854,54020937
3979,2.436,54021035
3980,1.85,54022029
3981,3.202,54022292
3982,2.196,54023553
3983,3.661,54025910
3984,2.688,54026173
3985,3.694,54026398
3986,1.826,54027616
3987,2.675,54027701
3988,1.695,54027957
3989,3.155,54030520
3990,2.943,54031652
3991,2.679,54031852
3992,3.228,54031883
3993,2.656,54032566
3994,3.644,54035347
3995,2.627,54038369
3996,3.187,54038608
3997,3.019,54039791
3998,2.647,54039861
3999,3.65,54041948
4000,3.942,54042841
4001,3.301,54042899
4002,3.081,54043819
4003,2.845,54044753
4004,2.92,54045667
4005,2.22,54048447
4006,2.226,54049024
4007,1.826,54049629
4008,3.755,54050778
4009,3.401,54050936
4010,2.698,54051237
4011,3.202,54053104
4012,1.778,54053454
4013,3.591,54054058
4014,3.53,54054131
4015,3.133,54054311
4016,3.444,54054437
4017,2.506,54055947
4018,2.322,54058342
4019,2.778,54058658
4020,3.703,54059592
4021,3.48,54060550
4022,3.032,54061375
4023,2.19,54062110
4024,3.041,54064454
4025,3.607,54064781
4026,3.652,54065137
4027,2.445,54065247
4028,3.326,54065621
4029,3.283,54065649
4030,2.431,54066162
4031,2.766,54067505
4032,2.611,54069374
4033,3.338,54070459
4034,2.35,54071529
4035,3.168,54073466
4036,2.557,54074318
4037,2.163,54074937
4038,4.006,54075315
4039,3.549,54076130
4040,2.702,54077201
4041,3.524,54077724
4042,2.138,54077845
4043,2.542,54079825
4044,2.675,54080831
4045,3.054,54081180
4046,3.617,54081640
4047,1.942,54082251
4048,3.745,54083387
4049,3.194,54084468
4050,3.663,54086025
4051,2.901,54086133
4052,2.478,54088477
4053,2.458,54090146
4054,3.813,54090197
4055,3.622,54090392
4056,2.324,54090682
4057,3.146,54091439
4058,2.745,54091804
4059,3.193,54091958
4060,2.931,54092231
4061,3.609,54093344
4062,2.567,54094779
4063,2.138,54095407
4064,2.483,54096134
4065,3.074,54097165
4066,3.37,54097310
4067,2.678,54099488
4068,3.319,54099945
4069,3.187,54100467
4070,2.887,54100782
4071,2.727,54101265
4072,3.57,54101786
4073,2.403,54103283
4074,3.116,54103412
4075,2.842,54103512
4076,3.051,54105752
4077,3.116,54106266
4078,3.511,54107492
4079,3.052,54107667
4080,2.204,54108813
4081,1.977,54109021
4082,3.254,54109703
4083,3.277,54110337
4084,3.459,54110389
4085,2.79,54113320
4086,2.504,54113516
4087,3.764,54113659
4088,2.933,54113682
4089,2.896,54114274
4090,2.644,54115457
4091,2.966,54115665
4092,3.112,54116534
4093,3.337,54116700
4094,2.499,54117027
4095,2.684,54117067
4096,2.258,54117311
4097,2.723,54118063
4098,3.885,54119128
4099,3.171,54119461
4100,3.092,54120173
4101,3.189,54120978
4102,2.871,54122382
4103,2.405,54123125
4104,1.827,54123266
4105,2.792,54123567
4106,3.685,54123777
4107,2.888,54124570
4108,2.895,54124739
4109,2.434,54126374
4110,4.093,54127009
4111,2.624,54129990
4112,2.289,54131195
4113,1.649,54132262
4114,2.909,54132554
4115,2.41,54133250
4116,2.868,54134592
4117,2.395,54134912
4118,3.697,54137056
4119,2.97,54138545
4120,1.995,54138567
4121,2.893,54138624
4122,2.652,54144788
4123,2.839,54145555
4124,3.114,54147352
4125,2.929,54149175
4126,3.659,54153408
4127,2.257,54153639
4128,3.189,54155055
4129,2.072,54155377
4130,3.319,54157506
4131,3.395,54159043
4132,2.043,54160168
4133,2.816,54161009
4134,2.813,54161805
4135,3.337,54164298
4136,2.593,54164782
4137,3.138,54165758
4138,2.903,54166859
4139,2.479,54168353
4140,3.06,54168497
4141,3.022,54168498
4142,2.572,54169262
4143,2.776,54173708
4144,3.07,54173794
4145,3.965,54176194
4146,2.106,54176221
4147,1.681,54176810
4148,3.696,54177704
4149,3.243,54178421
4150,3.963,54178751
4151,2.613,54180256
4152,2.673,54181499
4153,2.498,54181542
4154,3.754,54182892
4155,2.883,54183681
4156,2.905,54187928
4157,2.818,54189454
4158,3.094,54192008
4159,2.617,54192746
4160,2.248,54198094
4161,2.574,54199533
4162,3.404,54201078
4163,3.373,54202293
4164,2.659,54203068
4165,3.242,54203151
4166,3.023,54204497
4167,3.391,54204624
4168,2.795,54204943
4169,2.621,54205531
4170,2.534,54208973
4171,2.275,54209186
4172,3.324,54210018
4173,2.857,54210494
4174,3.4,54211040
4175,2.667,54216208
4176,1.872,54219385
4177,2.848,54220291
4178,2.622,54221221
4179,3.082,54223630
4180,2.64,54223860
4181,2.723,54224178
4182,3.485,54225531
4183,3.993,54225868
4184,2.788,54225947
4185,2.819,54226554
4186,2.886,54228577
4187,3.015,54229263
4188,2.356,54229779
4189,2.069,54229921
4190,2.964,54231518
4191,3.508,54233870
4192,2.463,54233881
4193,3.712,54233955
4194,3.519,54234932
4195,3.205,54235164
4196,2.454,54236696
4197,3.504,54236748
4198,2.347,54236771
4199,2.553,54236947
4200,2.485,54237258
4201,4.019,54237526
4202,3.482,54238381
4203,3.185,54238868
4204,1.873,54239947
4205,3.787,54240062
4206,3.69,54240169
4207,3.813,54243338
4208,2.313,54245380
4209,2.96,54245516
4210,2.852,54246051
4211,3.523,54252233
4212,2.595,54252940
4213,3.078,54253397
4214,2.739,54253584
4215,2.0,54256235
4216,2.939,54256698
4217,3.011,54257064
4218,2.938,54257253
4219,2.532,54258165
4220,3.652,54258571
4221,2.668,54258794
4222,2.122,54259175
4223,2.479,54259890
4224,3.073,54260884
4225,2.242,54261643
4226,3.065,54261734
4227,2.903,54261739
4228,3.384,54261747
4229,3.093,54262882
4230,2.523,54263093
4231,3.996,54265795
4232,3.518,54267643
4233,2.956,54267655
4234,3.911,54268093
4235,2.994,54270138
4236,2.614,54270280
4237,2.816,54270764
4238,3.653,54272999
4239,3.606,54273245
4240,3.631,54274045
4241,2.519,54274357
4242,2.901,54275610
4243,3.576,54275904
4244,3.576,54277055
4245,2.246,54278141
4246,2.974,54279046
4247,3.706,54279113
4248,2.04,54282005
4249,2.738,54283634
4250,2.376,54284997
4251,3.055,54285988
4252,2.743,54286993
4253,3.051,54289307
4254,3.044,54291382
4255,4.221,54291386
4256,2.925,54292208
4257,2.017,54292442
4258,3.03,54294778
4259,3.414,54295803
4260,3.052,54297519
4261,2.591,54297598
4262,2.519,54297678
4263,2.64,54297778
4264,2.847,54298344
4265,2.845,54298905
4266,1.975,54300266
4267,2.216,54300749
4268,3.26,54301586
4269,2.382,54301730
4270,3.384,54301787
4271,3.605,54302599
4272,2.867,54302817
4273,2.49,54306844
4274,1.653,54307736
4275,2.126,54307984
4276,2.974,54308768
4277,2.942,54310803
4278,3.5,54314173
4279,2.464,54314209
4280,3.012,54314281
4281,3.327,54315021
4282,2.349,54315543
4283,3.349,54316215
4284,2.965,54317093
4285,2.917,54317168
4286,3.607,54317169
4287,3.245,54318092
4288,3.817,54318995
4289,2.021,54320316
4290,2.161,54323049
4291,3.234,54326180
4292,3.044,54326535
4293,3.239,54327079
4294,3.157,54328261
4295,2.431,54328741
4296,3.456,54331134
4297,3.934,54331467
4298,2.876,54332323
4299,2.123,54332837
4300,3.127,54332902
4301,3.869,54333120
4302,3.326,54333264
4303,3.18,54333377
4304,2.738,54334144
4305,2.89,54334296
4306,2.627,54337207
4307,2.089,54337795
4308,3.292,54339158
4309,2.93,54339356
4310,3.469,54341107
4311,2.09,54341770
4312,3.666,54342640
4313,2.416,54344136
4314,2.509,54344967
4315,2.644,54345447
4316,3.376,54345605
4317,2.148,54348382
4318,3.606,54348640
4319,2.683,54350355
4320,2.069,54351484
4321,3.141,54352822
4322,3.492,54354229
4323,2.525,54354927
4324,3.062,54356717
4325,3.162,54358647
4326,2.805,54361851
4327,2.73,54362140
4328,3.175,54362194
4329,3.015,54363960
4330,2.675,54364717
4331,2.282,54365421
4332,3.345,54366110
4333,2.494,54366597
4334,2.884,54367363
4335,3.084,54367767
4336,3.238,54368741
4337,3.835,54370639
4338,3.169,54372617
4339,2.994,54373038
4340,2.561,54373431
4341,2.622,54373692
4342,3.106,54375111
4343,2.729,54377118
4344,3.104,54380084
4345,2.496,54382680
4346,3.143,54382798
4347,2.698,54383211
4348,2.049,54384597
4349,2.703,54385846
4350,3.034,54386006
4351,2.82,54387749
4352,3.243,54388023
4353,3.714,54388495
4354,3.115,54392264
4355,2.957,54392295
4356,2.685,54393312
4357,2.965,54395011
4358,3.19,54396169
4359,2.737,54397671
4360,1.428,54398821
4361,2.041,54399743
4362,2.498,54400238
4363,2.895,54401432
4364,2.514,54402117
4365,2.356,54402202
4366,4.222,54403271
4367,3.197,54406689
4368,2.645,54407531
4369,1.898,54408163
4370,2.8,54410214
4371,3.26,54410384
4372,2.182,54411314
4373,3.153,54413055
4374,3.638,54415003
4375,2.949,54415011
4376,2.768,54415397
4377,3.12,54415625
4378,3.506,54415700
4379,2.293,54417885
4380,3.145,54418330
4381,3.239,54418931
4382,3.778,54419561
4383,4.031,54419892
