,CGA,students
6149,2.837,56121270
6150,2.817,56122062
6151,3.843,56123097
6152,2.485,56123278
6153,2.73,56124820
6154,2.706,56125195
6155,3.604,56128308
6156,2.041,56128454
6157,3.951,56130517
6158,2.195,56131504
6159,4.0,56136150
6160,2.837,56137186
6161,1.951,56137762
6162,3.253,56138385
6163,2.96,56141167
6164,2.85,56142775
6165,2.899,56142833
6166,3.543,56142890
6167,3.523,56145425
6168,2.408,56147049
6169,3.117,56147400
6170,3.057,56149051
6171,2.816,56150113
6172,2.438,56150558
6173,2.893,56150927
6174,2.344,56154286
6175,3.116,56157692
6176,3.277,56157736
6177,2.141,56158620
6178,2.452,56159854
6179,3.032,56161181
6180,3.295,56161468
6181,2.47,56161901
6182,2.17,56163162
6183,3.521,56163214
6184,3.245,56167712
6185,2.721,56168144
6186,2.671,56171252
6187,3.921,56171404
6188,2.322,56173755
6189,2.958,56176136
6190,3.901,56176318
6191,2.017,56176390
6192,2.958,56177606
6193,2.9,56178062
6194,3.86,56180900
6195,3.847,56183722
6196,2.407,56184549
6197,2.278,56185439
6198,2.766,56186376
6199,3.833,56188704
6200,2.954,56189165
6201,2.244,56189676
6202,3.273,56190169
6203,3.996,56192311
6204,2.244,56192659
6205,3.082,56195397
6206,2.929,56196199
6207,3.157,56197665
6208,3.045,56200113
6209,3.315,56200526
6210,2.643,56200571
6211,2.508,56202579
6212,2.789,56202735
6213,2.977,56203245
6214,2.522,56203723
6215,2.927,56204613
6216,2.74,56205632
6217,3.309,56206865
6218,2.864,56208045
6219,2.724,56209943
6220,2.497,56211079
6221,2.986,56211383
6222,3.077,56211672
6223,2.873,56212863
6224,3.496,56213033
6225,3.202,56213082
6226,3.048,56215710
6227,2.192,56216205
6228,3.957,56217263
6229,3.861,56218790
6230,2.999,56219151
6231,2.364,56219441
6232,2.425,56219723
6233,2.757,56221459
6234,2.774,56222145
6235,3.268,56222223
6236,2.875,56223290
6237,1.744,56223321
6238,2.358,56225322
6239,2.846,56225851
6240,2.545,56226332
6241,2.461,56227774
6242,2.262,56227786
6243,3.722,56227851
6244,3.981,56232484
6245,2.375,56233092
6246,1.916,56233577
6247,3.196,56234221
6248,3.658,56234367
6249,3.883,56235496
6250,2.849,56235510
6251,3.032,56236289
6252,3.08,56236477
6253,3.556,56237045
6254,2.655,56242470
6255,3.524,56243621
6256,3.719,56243812
6257,3.502,56244411
6258,2.965,56245230
6259,3.094,56246586
6260,3.876,56249279
6261,2.165,56250377
6262,4.093,56251799
6263,0.761,56253088
6264,3.097,56253388
6265,1.888,56253689
6266,2.516,56253862
6267,3.738,56254071
6268,3.293,56254942
6269,2.337,56256252
6270,3.461,56256843
6271,2.57,56257249
6272,3.411,56257323
6273,2.714,56260100
6274,2.571,56260245
6275,3.586,56261238
6276,2.226,56261347
6277,2.773,56262264
6278,2.948,56263054
6279,3.29,56268089
6280,2.967,56268222
6281,2.458,56270538
6282,3.11,56271912
6283,3.671,56272810
6284,2.856,56273288
6285,1.455,56273883
6286,2.727,56275508
6287,3.142,56275888
6288,2.841,56276195
6289,2.454,56276242
6290,3.414,56278086
6291,3.842,56278524
6292,2.895,56279013
6293,2.209,56280551
6294,3.103,56280627
6295,3.928,56280717
6296,2.849,56280731
6297,3.923,56280838
6298,3.12,56281423
6299,3.07,56281535
6300,3.354,56281832
6301,2.065,56282862
6302,3.184,56283392
6303,2.733,56284683
6304,2.748,56284869
6305,3.425,56285386
6306,3.613,56286089
6307,2.928,56286236
6308,2.317,56286873
6309,3.342,56287382
6310,3.187,56289591
6311,2.677,56291397
6312,2.789,56291573
6313,3.123,56292319
6314,2.5,56292608
6315,2.515,56293584
6316,3.325,56293762
6317,2.385,56294538
6318,4.096,56295344
6319,3.295,56295858
6320,2.528,56296001
6321,3.0,56297575
6322,2.87,56297655
6323,2.293,56297859
6324,3.188,56300440
6325,3.576,56301463
6326,3.038,56302431
6327,3.562,56303187
6328,2.939,56304881
6329,2.84,56306035
6330,3.43,56307225
6331,2.803,56308083
6332,2.512,56308272
6333,3.328,56308535
6334,3.526,56309436
6335,3.035,56310729
6336,2.683,56310736
6337,2.323,56311312
6338,2.555,56313772
6339,3.178,56317367
6340,2.575,56321746
6341,3.348,56323352
6342,2.774,56324997
6343,3.177,56325843
6344,2.098,56326397
6345,3.162,56326911
6346,3.001,56328083
6347,3.101,56329026
6348,2.872,56329195
6349,2.351,56329544
6350,2.571,56329551
6351,2.221,56329798
6352,2.642,56330331
6353,3.531,56332007
6354,3.404,56333018
6355,2.34,56333953
6356,3.157,56335379
6357,2.616,56336456
6358,3.57,56337577
6359,2.604,56338105
6360,2.793,56339249
6361,2.116,56340290
6362,2.762,56343497
6363,3.084,56344446
6364,3.325,56344630
6365,2.923,56346632
6366,2.924,56347923
6367,2.679,56348440
6368,2.92,56350146
6369,2.378,56350877
6370,3.333,56351528
6371,3.126,56352312
6372,2.945,56353863
6373,2.995,56355911
6374,1.899,56356931
6375,2.98,56357649
6376,3.056,56363483
6377,2.701,56363641
6378,3.029,56363939
6379,2.507,56365578
6380,2.737,56366540
6381,3.873,56367043
6382,2.974,56368336
6383,3.302,56368616
6384,2.547,56370852
6385,3.73,56371942
6386,2.322,56374062
6387,2.278,56374074
6388,1.242,56375737
6389,2.246,56380262
6390,3.348,56381242
6391,3.127,56381643
6392,3.762,56383895
6393,2.655,56384858
6394,2.4,56386082
6395,3.497,56387048
6396,3.69,56387767
6397,3.182,56388323
6398,2.39,56388596
6399,2.243,56388994
6400,2.572,56389433
6401,2.7,56389860
6402,2.275,56390574
6403,1.884,56391218
6404,2.41,56393708
6405,3.019,56394227
6406,3.458,56395008
6407,3.771,56397956
6408,1.939,56398907
6409,2.332,56401518
6410,2.106,56401768
6411,3.221,56402470
6412,3.057,56402677
6413,2.97,56403770
6414,2.972,56406883
6415,2.677,56406955
6416,2.845,56407752
6417,2.518,56408293
6418,2.916,56408747
6419,2.437,56411819
6420,3.231,56412010
6421,3.786,56416830
6422,3.058,56418492
6423,3.046,56420660
6424,3.305,56421185
6425,2.161,56421744
6426,2.898,56422475
6427,2.462,56422621
6428,3.126,56423555
6429,2.675,56423732
6430,3.059,56423822
6431,2.406,56425767
6432,2.317,56426328
6433,3.073,56428524
6434,2.989,56429097
6435,2.983,56429889
6436,2.962,56430545
6437,3.41,56431447
6438,3.416,56431614
6439,1.603,56431964
6440,0.189,56433669
6441,2.718,56435963
6442,3.148,56436351
6443,2.848,56436757
6444,2.473,56438329
6445,2.681,56440710
6446,2.882,56441242
6447,2.44,56441250
6448,2.99,56441862
6449,3.968,56442413
6450,2.753,56443902
6451,2.677,56444178
6452,3.28,56446041
6453,2.577,56446664
6454,3.008,56446943
6455,3.047,56447935
6456,2.243,56451100
6457,3.197,56454431
6458,3.088,56455078
6459,3.349,56455634
6460,2.165,56456727
6461,3.837,56456852
6462,2.868,56457164
6463,2.278,56458821
6464,2.405,56458938
6465,2.724,56460983
6466,3.069,56462172
6467,2.699,56463676
6468,3.748,56464548
6469,2.121,56464834
6470,2.392,56465778
6471,2.313,56467088
6472,1.968,56468727
6473,3.355,56469064
6474,3.474,56470403
6475,2.701,56472497
6476,2.723,56472740
6477,2.675,56472871
6478,2.591,56473560
6479,3.536,56475409
6480,2.99,56475552
6481,2.296,56477302
6482,3.591,56477444
6483,2.325,56478845
6484,3.269,56479286
6485,3.134,56479864
6486,3.074,56481464
6487,2.195,56482029
6488,2.429,56482302
6489,2.833,56482416
6490,3.755,56483438
6491,2.596,56484912
6492,3.113,56485620
6493,2.783,56485997
6494,1.946,56489795
6495,3.163,56491362
6496,2.508,56496235
6497,3.993,56498047
6498,3.116,56498936
6499,2.646,56500283
6500,3.592,56500489
6501,3.103,56501489
6502,3.124,56501811
6503,3.044,56504473
6504,3.49,56505198
6505,3.07,56506259
6506,2.692,56506316
6507,3.052,56506404
6508,2.655,56507017
6509,2.866,56507272
6510,2.253,56509811
6511,2.834,56510258
6512,2.491,56511415
6513,2.66,56511525
6514,3.513,56511544
6515,2.262,56513570
6516,2.56,56514534
6517,2.995,56514696
6518,3.514,56515897
6519,2.346,56517062
6520,3.445,56517322
6521,2.164,56518362
6522,3.656,56519870
6523,2.794,56519965
6524,3.403,56521039
6525,2.427,56521081
6526,2.164,56521877
6527,3.006,56522219
6528,1.35,56522467
6529,2.957,56522617
6530,2.747,56523555
6531,3.091,56523770
6532,1.716,56524494
6533,3.98,56525441
6534,0.413,56528478
6535,2.69,56528609
6536,2.57,56529042
6537,2.16,56531047
6538,3.309,56535748
6539,3.981,56537876
6540,3.622,56539540
6541,2.295,56539761
6542,2.841,56541179
6543,2.179,56541477
6544,2.847,56541747
6545,1.662,56541969
6546,2.935,56542677
6547,3.179,56543270
6548,2.817,56543833
6549,4.234,56545668
6550,1.936,56545693
6551,2.797,56545849
6552,2.298,56549487
6553,3.3,56550105
6554,2.894,56550905
6555,2.662,56552957
6556,2.959,56554847
6557,3.766,56555262
6558,3.285,56557952
6559,2.228,56558140
6560,2.243,56562789
6561,3.768,56563810
6562,2.896,56565114
6563,3.13,56565118
6564,3.631,56565899
6565,3.387,56567346
6566,2.927,56573908
6567,2.443,56574040
6568,3.038,56575191
6569,2.625,56577041
6570,1.716,56577753
6571,2.869,56579566
6572,1.97,56580315
6573,2.782,56583323
6574,2.266,56583589
6575,3.323,56583770
6576,3.287,56585454
6577,3.563,56585485
6578,2.565,56585986
6579,2.564,56586686
6580,2.221,56588311
6581,2.511,56589566
6582,2.303,56591970
6583,3.109,56593028
6584,1.821,56595557
6585,3.665,56596034
6586,2.5,56596762
6587,2.793,56597772
6588,3.412,56598169
6589,2.894,56598271
6590,2.803,56598508
6591,2.465,56599979
6592,3.398,56600322
6593,3.103,56602509
6594,3.512,56602563
6595,2.898,56603765
6596,2.865,56604118
6597,3.133,56604960
6598,2.372,56605886
6599,3.617,56606242
6600,2.156,56606455
6601,2.759,56608606
6602,2.78,56610023
6603,2.912,56610510
6604,2.345,56610841
6605,3.557,56613472
6606,2.948,56613520
6607,3.152,56614768
6608,3.69,56614811
6609,2.565,56615273
6610,2.675,56615790
6611,2.256,56616428
6612,2.679,56616920
6613,4.031,56617769
6614,3.23,56618379
6615,3.021,56620678
6616,3.484,56620833
6617,3.332,56621273
6618,3.105,56621386
6619,2.618,56622090
6620,3.092,56623692
6621,2.89,56624280
6622,3.0,56624736
6623,3.256,56625484
6624,3.046,56625994
6625,3.743,56626058
6626,3.927,56626953
6627,3.132,56627060
6628,2.846,56627268
6629,1.764,56627381
6630,3.495,56628280
6631,1.714,56628704
6632,3.582,56629184
6633,4.206,56629518
6634,3.391,56631025
6635,3.456,56631846
6636,2.544,56633439
6637,2.929,56634482
6638,3.244,56635216
6639,3.061,56638471
6640,2.765,56638585
6641,3.427,56640064
6642,2.772,56640843
6643,2.482,56640955
6644,2.818,56643370
6645,2.605,56645483
6646,2.263,56651690
6647,3.547,56651758
6648,2.899,56654402
6649,2.726,56654671
6650,2.603,56654820
6651,3.008,56655208
6652,2.419,56658646
6653,2.225,56660546
6654,3.209,56661577
6655,2.921,56663076
6656,3.351,56667805
6657,2.875,56667832
6658,2.297,56668991
6659,2.945,56674986
6660,2.706,56675437
6661,3.192,56677300
6662,3.383,56677821
6663,2.633,56678258
6664,2.851,56678703
6665,2.573,56679824
6666,2.148,56681378
6667,2.294,56683443
6668,2.46,56685111
6669,3.16,56685165
6670,2.905,56686143
6671,1.871,56689025
6672,2.655,56689392
6673,3.019,56689523
6674,2.499,56690542
6675,2.616,56691184
6676,2.508,56691590
6677,2.561,56691852
6678,3.213,56692327
6679,2.264,56692372
6680,3.757,56693560
6681,2.89,56693963
6682,2.777,56695548
6683,2.153,56696733
6684,2.472,56697502
6685,3.129,56697735
6686,3.334,56698092
6687,2.408,56701060
6688,4.199,56701301
6689,4.042,56702023
6690,2.251,56703820
6691,3.619,56707794
6692,3.347,56709717
6693,2.919,56710912
6694,3.284,56711973
6695,2.677,56713256
6696,2.695,56713954
6697,2.01,56715628
6698,2.94,56716518
6699,4.066,56718136
6700,1.899,56718613
6701,2.905,56718649
6702,3.71,56718679
6703,3.149,56721783
6704,2.46,56722534
6705,2.719,56723927
6706,3.354,56725367
6707,3.219,56726268
6708,3.539,56726793
6709,3.435,56726934
6710,2.419,56727015
6711,3.008,56727214
6712,3.465,56727554
6713,1.987,56728522
6714,2.876,56729332
6715,2.505,56730480
6716,2.908,56731370
6717,3.897,56732429
6718,3.803,56732996
6719,3.206,56733319
6720,2.734,56735115
6721,2.985,56735291
6722,2.743,56736486
6723,3.503,56737954
6724,3.117,56739418
6725,2.255,56742861
6726,2.985,56742923
6727,2.491,56745133
6728,3.57,56745205
6729,2.944,56746452
6730,2.373,56747133
6731,3.914,56747877
6732,2.734,56748488
6733,3.37,56750246
6734,2.58,56752033
6735,2.908,56752229
6736,3.505,56752271
6737,2.095,56753428
6738,3.32,56753613
6739,1.829,56753901
6740,2.238,56754902
6741,3.432,56755218
6742,3.248,56758554
6743,3.225,56759583
6744,2.741,56760397
6745,3.211,56761145
6746,3.094,56761251
6747,3.309,56761972
6748,3.209,56763680
6749,3.519,56763817
6750,1.506,56764475
6751,3.53,56764784
6752,2.218,56766468
6753,3.015,56766701
6754,2.708,56768260
6755,3.385,56768423
6756,2.192,56769369
6757,2.587,56769409
6758,3.537,56769586
6759,2.769,56770716
6760,2.082,56771362
6761,2.547,56773696
6762,3.155,56774598
6763,2.019,56775922
6764,3.375,56776188
6765,2.334,56776545
6766,3.178,56776807
6767,2.579,56777503
6768,2.667,56779279
6769,3.238,56779310
6770,2.867,56779437
6771,2.914,56780689
6772,2.609,56783048
6773,2.787,56783254
6774,3.025,56785829
6775,2.261,56786408
6776,1.52,56787785
6777,2.985,56787859
6778,2.348,56789111
6779,2.047,56789406
6780,2.645,56790162
6781,3.197,56790767
6782,3.121,56791238
6783,3.031,56791295
6784,3.81,56791633
6785,3.054,56791822
6786,2.42,56791873
6787,2.898,56793256
6788,3.1,56793473
6789,2.398,56793824
6790,2.242,56794217
6791,2.811,56795483
6792,2.221,56796232
6793,1.788,56796291
6794,2.928,56797441
6795,3.758,56797679
6796,2.897,56797728
6797,2.991,56797915
6798,2.821,56798784
6799,2.397,56798870
6800,2.986,56798968
6801,2.713,56799104
6802,3.24,56799302
6803,2.926,56799731
6804,3.056,56801790
6805,2.231,56802255
6806,2.443,56802541
6807,3.052,56802681
6808,2.92,56803597
6809,2.185,56803691
6810,2.769,56804682
6811,2.861,56805339
6812,2.354,56805659
6813,3.056,56806534
6814,3.042,56811754
6815,3.103,56811878
6816,3.177,56813418
6817,3.17,56813604
6818,2.624,56816454
6819,3.13,56816458
6820,3.337,56819238
6821,2.335,56820733
6822,2.626,56821129
6823,2.398,56822362
6824,3.464,56824590
6825,2.538,56824872
6826,3.55,56825290
6827,3.071,56825771
6828,3.601,56827952
6829,2.536,56830834
6830,2.868,56832548
6831,3.143,56832800
6832,2.612,56833266
6833,3.411,56834874
6834,3.095,56836409
6835,1.949,56836684
6836,2.023,56838118
6837,2.929,56838266
6838,2.393,56838795
6839,2.51,56839064
6840,2.466,56840640
6841,3.239,56841654
6842,3.47,56842147
6843,2.289,56842392
6844,4.022,56844542
6845,3.734,56846424
6846,2.84,56846676
6847,2.876,56846785
6848,2.035,56846938
6849,2.821,56847545
6850,2.802,56848261
6851,2.97,56848383
6852,2.361,56848440
6853,3.06,56850274
6854,2.44,56852786
6855,3.131,56855147
6856,1.919,56855437
6857,2.591,56855790
6858,2.657,56856473
6859,2.703,56859982
6860,2.725,56860306
6861,3.037,56860862
6862,2.513,56862334
6863,2.123,56864811
6864,2.702,56866703
6865,1.978,56868848
6866,2.185,56872963
6867,2.498,56873609
6868,3.292,56874880
6869,3.086,56875502
6870,3.884,56876130
6871,3.193,56876553
6872,2.888,56877040
6873,2.959,56877948
6874,2.909,56878269
6875,2.801,56879760
6876,3.04,56880405
6877,2.788,56880966
6878,2.707,56883659
6879,2.79,56884756
6880,3.277,56886045
6881,2.797,56886363
6882,3.117,56886458
6883,2.43,56886708
6884,3.141,56887561
6885,3.914,56888317
6886,2.12,56888874
6887,3.08,56890767
6888,3.556,56891058
6889,3.505,56891829
6890,3.202,56892024
6891,3.058,56893326
6892,3.382,56893544
6893,2.819,56893890
6894,2.829,56895445
6895,2.066,56896777
6896,2.859,56899283
6897,1.896,56901196
6898,4.071,56903190
6899,3.855,56906522
6900,2.802,56907435
6901,2.772,56910111
6902,2.648,56910707
6903,4.041,56911073
6904,2.248,56911077
6905,2.752,56912408
6906,2.59,56912823
6907,2.953,56913368
6908,2.634,56914272
6909,1.831,56914943
6910,3.414,56915523
6911,2.995,56916003
6912,3.075,56916230
6913,3.517,56916522
6914,3.313,56916637
6915,2.767,56917108
6916,3.351,56917418
6917,2.933,56920423
6918,2.921,56921132
6919,2.923,56923497
6920,4.117,56923627
6921,3.582,56923629
6922,3.055,56924467
6923,3.003,56925504
6924,2.7,56926029
6925,2.752,56930488
6926,3.274,56932058
6927,3.367,56932210
6928,2.246,56932222
6929,2.818,56932896
6930,3.037,56933638
6931,3.133,56934319
6932,2.862,56934913
6933,3.86,56934981
6934,2.685,56938469
6935,2.262,56940002
6936,3.88,56941816
6937,2.899,56943317
6938,3.014,56943869
6939,1.724,56944292
6940,3.544,56944941
6941,3.035,56945343
6942,3.74,56946877
6943,2.243,56947262
6944,3.591,56947753
6945,2.416,56948127
6946,1.065,56948323
6947,2.713,56949470
6948,2.28,56950231
6949,2.745,56950504
6950,3.1,56951000
6951,2.674,56951178
6952,2.346,56953413
6953,2.328,56955373
6954,2.989,56956594
6955,3.367,56956900
6956,3.27,56957967
6957,3.542,56959424
6958,2.42,56960571
6959,2.477,56961294
6960,3.011,56962651
6961,2.674,56964609
6962,1.728,56965204
6963,2.799,56968016
6964,1.562,56969505
6965,2.867,56969711
6966,3.936,56969721
6967,3.407,56974304
6968,2.534,56980728
6969,2.846,56982537
6970,3.43,56982921
6971,2.291,56985282
6972,1.969,56988678
6973,2.873,56990414
6974,1.982,56990521
6975,3.657,56990648
6976,3.551,56993591
6977,2.044,56994792
6978,2.503,56996737
6979,2.814,56998154
6980,2.854,56998248
6981,2.986,56998377
6982,2.24,56998509
6983,3.631,56998585
6984,3.305,56999353
6985,3.269,57000200
6986,2.246,57001079
6987,2.519,57001304
6988,2.883,57001530
6989,3.286,57001884
6990,3.859,57001985
6991,3.945,57002086
6992,2.876,57002739
6993,3.071,57002976
6994,3.113,57003113
6995,3.554,57003177
6996,2.184,57004754
6997,2.552,57005421
6998,3.273,57008104
6999,3.634,57008450
7000,2.213,57010117
7001,3.197,57010464
7002,2.502,57012140
7003,2.603,57013519
7004,3.397,57016011
7005,2.382,57016192
7006,3.123,57017069
7007,2.835,57017156
7008,3.129,57017229
7009,2.196,57018358
7010,3.577,57019860
7011,2.902,57020244
7012,2.704,57020436
7013,2.732,57020581
7014,2.43,57025725
7015,2.84,57026387
7016,2.667,57026634
7017,3.007,57027795
7018,2.882,57028075
7019,3.833,57028425
7020,3.311,57032533
7021,2.32,57032837
7022,3.855,57033093
7023,2.558,57034810
7024,3.83,57035393
7025,2.373,57036622
7026,3.593,57037301
7027,3.68,57037557
7028,2.984,57040871
7029,3.338,57040962
7030,2.552,57041453
7031,3.153,57043785
7032,2.432,57043863
7033,2.704,57043867
7034,3.061,57046165
7035,2.7,57047114
7036,3.238,57047648
7037,2.608,57047873
7038,4.039,57049899
7039,2.975,57051752
7040,2.244,57052454
7041,3.056,57052744
7042,2.147,57053438
7043,3.317,57054941
7044,3.073,57054966
7045,2.981,57056470
7046,2.267,57056905
7047,3.02,57057114
7048,2.979,57057632
7049,2.727,57059313
7050,2.824,57060570
7051,2.657,57060661
7052,2.793,57061341
7053,3.448,57062199
7054,2.488,57062347
7055,2.644,57065055
7056,2.447,57065116
7057,3.106,57065284
7058,1.78,57065324
7059,2.973,57067762
7060,3.011,57068110
7061,3.137,57071384
7062,3.979,57072861
7063,2.668,57073630
7064,2.837,57074227
7065,2.87,57074237
7066,2.103,57075614
7067,3.316,57078223
7068,3.366,57079161
7069,2.958,57084046
7070,2.795,57084423
7071,3.503,57084923
7072,3.123,57085392
7073,2.606,57085721
7074,2.363,57086086
7075,2.954,57087752
7076,2.414,57088163
7077,2.811,57088252
7078,3.599,57089999
7079,3.449,57090588
7080,3.915,57091305
7081,2.555,57091400
7082,3.705,57091438
7083,2.474,57093881
7084,3.259,57095159
7085,2.5,57095294
7086,3.095,57096972
7087,2.805,57098039
7088,2.964,57100429
7089,2.679,57100559
7090,3.116,57101267
7091,2.529,57103349
7092,2.856,57105057
7093,2.187,57105619
7094,2.673,57106526
7095,1.818,57110152
7096,2.876,57111813
7097,3.468,57117050
7098,3.829,57117187
7099,2.995,57117457
7100,3.286,57118903
7101,2.941,57120733
7102,3.162,57120743
7103,2.127,57120875
7104,3.085,57120976
7105,2.73,57121700
7106,2.695,57121875
7107,3.27,57123445
7108,3.234,57124727
7109,3.263,57124783
7110,2.421,57124927
7111,2.718,57125051
7112,3.052,57125873
7113,3.563,57125887
7114,2.884,57125950
7115,3.535,57126747
7116,3.04,57129752
7117,2.702,57130410
7118,3.331,57132616
7119,1.669,57132626
7120,2.702,57134816
7121,2.394,57134831
7122,2.244,57137925
7123,3.892,57138615
7124,2.652,57140082
7125,3.163,57142533
7126,2.679,57143289
7127,2.294,57143849
7128,2.97,57144589
7129,3.121,57144893
7130,2.906,57145521
7131,3.268,57146256
7132,2.605,57146519
7133,2.76,57148767
7134,3.555,57150849
7135,3.329,57151765
7136,2.875,57152121
7137,2.241,57152691
7138,3.72,57152935
7139,2.559,57154584
7140,2.841,57155227
7141,2.742,57156949
7142,2.542,57158261
7143,3.541,57158516
7144,3.429,57159932
7145,2.258,57160246
7146,2.295,57160445
7147,2.561,57160860
7148,3.173,57161563
7149,2.766,57161615
7150,3.509,57161759
7151,2.587,57162448
7152,2.765,57163505
7153,3.949,57164222
7154,2.536,57164832
7155,2.438,57165460
7156,2.875,57166041
7157,2.733,57167710
7158,3.372,57168480
7159,2.46,57168487
7160,3.776,57170799
7161,2.928,57172748
7162,2.724,57173379
7163,3.984,57173938
7164,4.057,57178063
7165,2.918,57180229
7166,2.88,57180264
7167,3.46,57181063
7168,3.453,57184223
7169,3.69,57185229
7170,3.028,57186536
7171,2.635,57186618
7172,2.936,57187342
7173,2.92,57187602
7174,2.751,57187759
7175,2.914,57188246
7176,2.178,57188697
7177,2.69,57189796
7178,2.702,57190598
7179,3.095,57191131
7180,3.801,57191490
7181,2.837,57193363
7182,3.369,57194270
7183,3.7,57194898
7184,3.292,57196006
7185,3.02,57197389
7186,3.123,57198212
7187,2.474,57199033
7188,3.501,57200468
7189,3.897,57201031
7190,2.554,57201116
7191,3.531,57201422
7192,3.093,57201849
7193,2.14,57205591
7194,1.354,57208471
7195,3.532,57214067
7196,2.147,57214878
7197,2.424,57215957
7198,3.559,57216407
7199,3.085,57217313
7200,2.439,57218415
7201,3.13,57218926
7202,2.091,57220407
7203,2.959,57220662
7204,2.756,57220675
7205,3.223,57221065
7206,2.562,57221889
7207,3.764,57222268
7208,2.527,57223481
7209,3.552,57225740
7210,2.955,57225915
7211,3.231,57226564
7212,2.486,57227119
7213,2.367,57229502
7214,2.878,57230097
7215,2.816,57230822
7216,2.428,57233634
7217,2.986,57235692
7218,2.754,57235880
7219,2.493,57235885
7220,3.08,57235922
7221,2.873,57236184
7222,1.725,57239338
7223,1.755,57240406
7224,3.569,57240886
7225,2.493,57240927
7226,3.395,57242096
7227,3.321,57242722
7228,3.552,57248141
7229,2.441,57248985
7230,2.91,57251490
7231,2.664,57253341
7232,2.474,57256179
7233,2.252,57257110
7234,2.464,57257284
7235,2.898,57257472
7236,3.259,57258137
7237,2.949,57259148
7238,3.347,57259453
7239,3.833,57261217
7240,2.302,57261219
7241,3.282,57261706
7242,3.191,57262213
7243,3.773,57262241
7244,3.216,57263022
7245,3.266,57263208
7246,3.07,57264579
7247,3.993,57265231
7248,2.119,57265827
7249,3.849,57267576
7250,3.291,57267888
7251,3.255,57269266
7252,3.231,57270420
7253,2.703,57270768
7254,2.994,57272285
7255,3.235,57273538
7256,2.86,57274801
7257,2.79,57274979
7258,3.002,57275448
7259,2.719,57277878
7260,2.525,57277934
7261,2.367,57279999
7262,4.036,57280415
7263,2.509,57280453
7264,3.472,57281825
7265,3.216,57282036
7266,3.245,57282917
7267,3.221,57283083
7268,3.247,57283302
7269,1.629,57283577
7270,3.044,57283793
7271,2.661,57287494
7272,2.369,57289883
7273,2.095,57290998
7274,3.029,57292220
7275,3.187,57293408
7276,3.876,57294593
7277,2.068,57297454
7278,2.923,57298418
7279,2.893,57299328
7280,2.471,57299868
7281,2.776,57300728
7282,2.055,57301080
7283,2.743,57302681
7284,3.098,57304595
7285,3.484,57305267
7286,3.073,57306029
7287,3.212,57307283
7288,3.244,57307446
7289,3.095,57308707
7290,3.108,57309019
7291,3.387,57309245
7292,3.494,57309334
7293,2.99,57309687
7294,2.545,57309701
7295,2.612,57310030
7296,2.056,57311736
7297,3.701,57312117
7298,2.778,57312163
7299,2.264,57312184
7300,3.134,57312388
7301,1.858,57314304
7302,3.58,57314682
7303,2.624,57316370
7304,2.677,57316406
7305,3.419,57316884
7306,2.128,57316885
7307,3.127,57317270
7308,3.94,57317367
7309,3.01,57318145
7310,2.873,57318210
7311,3.57,57320139
7312,2.766,57320243
7313,3.003,57320402
7314,3.295,57320950
7315,3.104,57323922
7316,2.8,57326131
7317,0.885,57326392
7318,2.5,57327053
7319,3.172,57327241
7320,2.719,57328394
7321,2.858,57328979
7322,2.528,57329999
7323,2.902,57330384
7324,2.23,57330579
7325,2.248,57332000
7326,2.689,57335995
7327,2.494,57336231
7328,2.898,57336379
7329,2.898,57339097
7330,3.02,57341659
7331,3.131,57342921
7332,4.022,57343343
7333,3.332,57344684
7334,3.243,57345077
7335,2.286,57345237
7336,3.309,57345408
7337,2.414,57345639
7338,3.162,57347372
7339,2.204,57348151
7340,3.281,57348300
7341,3.585,57349875
7342,3.474,57350323
7343,3.03,57350661
7344,2.853,57352341
7345,2.687,57353444
7346,3.519,57353683
7347,3.044,57354016
7348,3.715,57354251
7349,3.125,57354472
7350,3.071,57357667
7351,3.918,57357875
7352,2.931,57359200
7353,2.636,57360719
7354,2.546,57361280
7355,3.11,57362972
7356,3.128,57363450
7357,2.09,57364217
7358,2.503,57367851
7359,3.501,57368097
7360,2.965,57370163
7361,2.917,57371264
7362,2.765,57372731
7363,4.067,57373692
7364,3.0,57373735
7365,2.771,57375037
7366,3.035,57375097
7367,3.65,57375490
7368,2.89,57375764
7369,2.084,57377091
7370,3.57,57378096
7371,1.574,57378477
7372,2.503,57378518
7373,2.026,57378553
7374,3.195,57380657
7375,3.083,57380750
7376,2.737,57383243
7377,2.483,57383486
7378,3.119,57384140
7379,1.638,57384336
7380,1.903,57384970
7381,3.208,57385547
7382,3.232,57388504
7383,3.141,57391751
7384,2.967,57393460
7385,2.133,57393566
7386,3.26,57393661
7387,3.539,57396090
7388,2.255,57396618
7389,3.525,57397760
7390,2.481,57399465
7391,3.318,57401199
7392,2.858,57401215
7393,2.482,57401695
7394,2.525,57402378
7395,2.106,57402618
7396,2.268,57403380
7397,2.872,57404378
7398,2.942,57405208
7399,2.715,57405436
7400,3.142,57408311
7401,2.964,57410638
7402,2.603,57414677
7403,3.719,57414871
7404,3.118,57418659
7405,2.489,57420237
7406,3.834,57420434
7407,3.879,57420572
7408,3.587,57421733
7409,2.963,57422748
7410,2.209,57424287
7411,2.366,57424989
7412,2.854,57425501
7413,3.043,57425567
7414,2.936,57425807
7415,3.1,57425818
7416,3.288,57425852
7417,2.731,57428224
7418,0.353,57428487
7419,1.774,57431397
7420,1.397,57433131
